case_name,test_group,mode,pattern,target_metric,sweep_axis,repeat_id,x_flag,xfer_label,gpu_id,threads,dataset,io_size,throughput_gib_s,avg_latency_us,iops,ops,total_time_s,exit_code,case_dir,xfer_match,prepared_dataset
io_size_sweep_throughput__write__x2__th8__io4M__rep2,io_size_sweep_throughput,write,seq,throughput,io_size,2,2,CPU_GPU,0,8,1G,4M,5.647825,5532.592223,1445.843203,13815,9.554978,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__write__x2__th8__io4M__rep2,1,1
io_size_sweep_iops__write__x2__th32__io4K__rep2,io_size_sweep_iops,write,rand,iops_latency,io_size,2,2,CPU_GPU,0,32,1G,4K,1.655983,73.713529,434106.131222,4087226,9.415269,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__write__x2__th32__io4K__rep2,1,1
io_size_sweep_iops__write__x2__th32__io8K__rep2,io_size_sweep_iops,write,rand,iops_latency,io_size,2,2,CPU_GPU,0,32,1G,8K,1.718726,142.044267,225276.833614,2150510,9.546077,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__write__x2__th32__io8K__rep2,1,1
io_size_sweep_iops__write__x2__th32__io16K__rep2,io_size_sweep_iops,write,rand,iops_latency,io_size,2,2,CPU_GPU,0,32,1G,16K,1.772779,275.426242,116180.849643,1111065,9.563237,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__write__x2__th32__io16K__rep2,1,1
io_size_sweep_iops__write__x2__th32__io32K__rep2,io_size_sweep_iops,write,rand,iops_latency,io_size,2,2,CPU_GPU,0,32,1G,32K,1.776976,549.551104,58227.953809,556418,9.555857,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__write__x2__th32__io32K__rep2,1,1
io_size_sweep_iops__write__x2__th32__io64K__rep2,io_size_sweep_iops,write,rand,iops_latency,io_size,2,2,CPU_GPU,0,32,1G,64K,1.750909,1115.461912,28686.888366,275057,9.588248,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__write__x2__th32__io64K__rep2,1,1
io_size_sweep_iops__write__x2__th32__io128K__rep2,io_size_sweep_iops,write,rand,iops_latency,io_size,2,2,CPU_GPU,0,32,1G,128K,1.834772,2128.943947,15030.449205,143257,9.531119,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__write__x2__th32__io128K__rep2,1,1
thread_sweep_throughput__write__x2__th1__io1M__rep2,thread_sweep_throughput,write,seq,throughput,threads,2,2,CPU_GPU,0,1,1G,1M,3.152096,309.793385,3227.746049,31232,9.676102,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__write__x2__th1__io1M__rep2,1,1
thread_sweep_throughput__write__x2__th2__io1M__rep2,thread_sweep_throughput,write,seq,throughput,threads,2,2,CPU_GPU,0,2,1G,1M,2.340647,834.370746,2396.822418,23167,9.665714,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__write__x2__th2__io1M__rep2,1,1
thread_sweep_throughput__write__x2__th4__io1M__rep2,thread_sweep_throughput,write,seq,throughput,threads,2,2,CPU_GPU,0,4,1G,1M,4.129742,945.764154,4228.855358,40573,9.594322,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__write__x2__th4__io1M__rep2,1,1
thread_sweep_throughput__write__x2__th8__io1M__rep2,thread_sweep_throughput,write,seq,throughput,threads,2,2,CPU_GPU,0,8,1G,1M,3.884409,2010.914659,3977.634691,37881,9.523499,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__write__x2__th8__io1M__rep2,1,1
thread_sweep_throughput__write__x2__th16__io1M__rep2,thread_sweep_throughput,write,seq,throughput,threads,2,2,CPU_GPU,0,16,1G,1M,4.236988,3686.993419,4338.675668,41449,9.553376,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__write__x2__th16__io1M__rep2,1,1
thread_sweep_throughput__write__x2__th32__io1M__rep2,thread_sweep_throughput,write,seq,throughput,threads,2,2,CPU_GPU,0,32,1G,1M,3.017003,10357.058587,3089.411509,29153,9.436425,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__write__x2__th32__io1M__rep2,1,1
thread_sweep_iops__write__x2__th1__io4K__rep2,thread_sweep_iops,write,rand,iops_latency,threads,2,2,CPU_GPU,0,1,1G,4K,0.316660,12.046539,83010.512891,802817,9.671269,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__write__x2__th1__io4K__rep2,1,1
thread_sweep_iops__write__x2__th2__io4K__rep2,thread_sweep_iops,write,rand,iops_latency,threads,2,2,CPU_GPU,0,2,1G,4K,0.528506,14.435601,138544.572457,1343499,9.697233,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__write__x2__th2__io4K__rep2,1,1
thread_sweep_iops__write__x2__th4__io4K__rep2,thread_sweep_iops,write,rand,iops_latency,threads,2,2,CPU_GPU,0,4,1G,4K,0.843836,18.144780,221206.524702,2134393,9.648870,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__write__x2__th4__io4K__rep2,1,1
thread_sweep_iops__write__x2__th8__io4K__rep2,thread_sweep_iops,write,rand,iops_latency,threads,2,2,CPU_GPU,0,8,1G,4K,1.544391,19.761185,404852.861961,3907471,9.651583,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__write__x2__th8__io4K__rep2,1,1
thread_sweep_iops__write__x2__th16__io4K__rep2,thread_sweep_iops,write,rand,iops_latency,threads,2,2,CPU_GPU,0,16,1G,4K,1.622524,37.619202,425334.956806,4049330,9.520332,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__write__x2__th16__io4K__rep2,1,1
thread_sweep_iops__write__x2__th32__io4K__rep2,thread_sweep_iops,write,rand,iops_latency,threads,2,2,CPU_GPU,0,32,1G,4K,1.551878,78.661091,406815.376263,3859071,9.486050,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__write__x2__th32__io4K__rep2,1,1
io_size_sweep_throughput__read__x0__th8__io128K__rep3,io_size_sweep_throughput,read,seq,throughput,io_size,3,0,GPUD,0,8,1G,128K,2.264469,431.254569,18550.527192,170258,9.178068,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__read__x0__th8__io128K__rep3,1,1
io_size_sweep_throughput__read__x0__th8__io256K__rep3,io_size_sweep_throughput,read,seq,throughput,io_size,3,0,GPUD,0,8,1G,256K,4.743035,411.761256,19427.473269,194115,9.991778,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__read__x0__th8__io256K__rep3,1,1
io_size_sweep_throughput__read__x0__th8__io512K__rep3,io_size_sweep_throughput,read,seq,throughput,io_size,3,0,GPUD,0,8,1G,512K,6.480439,602.734472,13271.939596,120970,9.114719,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__read__x0__th8__io512K__rep3,1,1
io_size_sweep_throughput__read__x0__th8__io1M__rep3,io_size_sweep_throughput,read,seq,throughput,io_size,3,0,GPUD,0,8,1G,1M,6.829355,1143.852888,6993.259449,63344,9.057865,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__read__x0__th8__io1M__rep3,1,1
io_size_sweep_throughput__read__x0__th8__io2M__rep3,io_size_sweep_throughput,read,seq,throughput,io_size,3,0,GPUD,0,8,1G,2M,6.853080,2279.736390,3508.776942,31929,9.099752,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__read__x0__th8__io2M__rep3,1,1
io_size_sweep_throughput__read__x0__th8__io4M__rep3,io_size_sweep_throughput,read,seq,throughput,io_size,3,0,GPUD,0,8,1G,4M,6.828892,4577.430980,1748.196239,16793,9.605901,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__read__x0__th8__io4M__rep3,1,1
io_size_sweep_iops__read__x0__th32__io4K__rep3,io_size_sweep_iops,read,rand,iops_latency,io_size,3,0,GPUD,0,32,1G,4K,0.062054,1966.821473,16267.055800,198939,12.229564,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__read__x0__th32__io4K__rep3,1,1
io_size_sweep_iops__read__x0__th32__io8K__rep3,io_size_sweep_iops,read,rand,iops_latency,io_size,3,0,GPUD,0,32,1G,8K,0.130557,1869.936682,17112.302943,163161,9.534719,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__read__x0__th32__io8K__rep3,1,1
io_size_sweep_iops__read__x0__th32__io16K__rep3,io_size_sweep_iops,read,rand,iops_latency,io_size,3,0,GPUD,0,32,1G,16K,0.262981,1857.131249,17234.700758,176104,10.217990,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__read__x0__th32__io16K__rep3,1,1
io_size_sweep_iops__read__x0__th32__io32K__rep3,io_size_sweep_iops,read,rand,iops_latency,io_size,3,0,GPUD,0,32,1G,32K,0.541843,1802.583339,17755.098122,161792,9.112425,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__read__x0__th32__io32K__rep3,1,1
io_size_sweep_iops__read__x0__th32__io64K__rep3,io_size_sweep_iops,read,rand,iops_latency,io_size,3,0,GPUD,0,32,1G,64K,1.122186,1739.796250,18385.892519,176265,9.586970,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__read__x0__th32__io64K__rep3,1,1
io_size_sweep_iops__read__x0__th32__io128K__rep3,io_size_sweep_iops,read,rand,iops_latency,io_size,3,0,GPUD,0,32,1G,128K,2.233269,1748.654391,18294.937481,180848,9.885139,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__read__x0__th32__io128K__rep3,1,1
thread_sweep_throughput__read__x0__th1__io1M__rep3,thread_sweep_throughput,read,seq,throughput,threads,3,0,GPUD,0,1,1G,1M,3.190846,306.034969,3267.426485,31056,9.504728,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__read__x0__th1__io1M__rep3,1,1
thread_sweep_throughput__read__x0__th2__io1M__rep3,thread_sweep_throughput,read,seq,throughput,threads,3,0,GPUD,0,2,1G,1M,5.051389,386.630920,5172.622150,48924,9.458259,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__read__x0__th2__io1M__rep3,1,1
thread_sweep_throughput__read__x0__th4__io1M__rep3,thread_sweep_throughput,read,seq,throughput,threads,3,0,GPUD,0,4,1G,1M,6.370595,613.116530,6523.489073,61882,9.486028,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__read__x0__th4__io1M__rep3,1,1
thread_sweep_throughput__read__x0__th8__io1M__rep3,thread_sweep_throughput,read,seq,throughput,threads,3,0,GPUD,0,8,1G,1M,6.802243,1148.427517,6965.497252,65271,9.370616,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__read__x0__th8__io1M__rep3,1,1
thread_sweep_throughput__read__x0__th16__io1M__rep3,thread_sweep_throughput,read,seq,throughput,threads,3,0,GPUD,0,16,1G,1M,6.782039,2303.510124,6944.807504,65223,9.391621,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__read__x0__th16__io1M__rep3,1,1
thread_sweep_throughput__read__x0__th32__io1M__rep3,thread_sweep_throughput,read,seq,throughput,threads,3,0,GPUD,0,32,1G,1M,6.913608,4564.780759,7079.534945,70055,9.895424,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__read__x0__th32__io1M__rep3,1,1
thread_sweep_iops__read__x0__th1__io4K__rep3,thread_sweep_iops,read,rand,iops_latency,threads,3,0,GPUD,0,1,1G,4K,0.040810,93.468671,10698.080494,98310,9.189499,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__read__x0__th1__io4K__rep3,1,1
thread_sweep_iops__read__x0__th2__io4K__rep3,thread_sweep_iops,read,rand,iops_latency,threads,3,0,GPUD,0,2,1G,4K,0.073799,103.378237,19345.963561,184129,9.517696,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__read__x0__th2__io4K__rep3,1,1
thread_sweep_iops__read__x0__th4__io4K__rep3,thread_sweep_iops,read,rand,iops_latency,threads,3,0,GPUD,0,4,1G,4K,0.069643,219.182220,18256.482208,177638,9.730133,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__read__x0__th4__io4K__rep3,1,1
thread_sweep_iops__read__x0__th8__io4K__rep3,thread_sweep_iops,read,rand,iops_latency,threads,3,0,GPUD,0,8,1G,4K,0.064418,473.854749,16886.745269,158891,9.409214,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__read__x0__th8__io4K__rep3,1,1
thread_sweep_iops__read__x0__th16__io4K__rep3,thread_sweep_iops,read,rand,iops_latency,threads,3,0,GPUD,0,16,1G,4K,0.065299,935.163720,17117.869736,157920,9.225447,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__read__x0__th16__io4K__rep3,1,1
thread_sweep_iops__read__x0__th32__io4K__rep3,thread_sweep_iops,read,rand,iops_latency,threads,3,0,GPUD,0,32,1G,4K,0.063967,1907.856615,16768.541582,202010,12.046963,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__read__x0__th32__io4K__rep3,1,1
io_size_sweep_throughput__write__x0__th8__io128K__rep3,io_size_sweep_throughput,write,seq,throughput,io_size,3,0,GPUD,0,8,1G,128K,2.647520,368.879161,21688.482150,208002,9.590436,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__write__x0__th8__io128K__rep3,1,1
io_size_sweep_throughput__write__x0__th8__io256K__rep3,io_size_sweep_throughput,write,seq,throughput,io_size,3,0,GPUD,0,8,1G,256K,5.327245,366.603543,21820.394732,218078,9.994228,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__write__x0__th8__io256K__rep3,1,1
io_size_sweep_throughput__write__x0__th8__io512K__rep3,io_size_sweep_throughput,write,seq,throughput,io_size,3,0,GPUD,0,8,1G,512K,5.601062,697.366701,11470.974727,103914,9.058864,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__write__x0__th8__io512K__rep3,1,1
io_size_sweep_throughput__write__x0__th8__io1M__rep3,io_size_sweep_throughput,write,seq,throughput,io_size,3,0,GPUD,0,8,1G,1M,5.640357,1385.047265,5775.725423,57721,9.993723,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__write__x0__th8__io1M__rep3,1,1
io_size_sweep_throughput__write__x0__th8__io2M__rep3,io_size_sweep_throughput,write,seq,throughput,io_size,3,0,GPUD,0,8,1G,2M,5.635653,2772.388966,2885.454285,28856,10.000505,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__write__x0__th8__io2M__rep3,1,1
io_size_sweep_throughput__write__x0__th8__io4M__rep3,io_size_sweep_throughput,write,seq,throughput,io_size,3,0,GPUD,0,8,1G,4M,5.645797,5534.181522,1445.324061,14352,9.929953,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__write__x0__th8__io4M__rep3,1,1
io_size_sweep_iops__write__x0__th32__io4K__rep3,io_size_sweep_iops,write,rand,iops_latency,io_size,3,0,GPUD,0,32,1G,4K,0.076953,1586.323321,20172.666241,201217,9.974735,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__write__x0__th32__io4K__rep3,1,1
io_size_sweep_iops__write__x0__th32__io8K__rep3,io_size_sweep_iops,write,rand,iops_latency,io_size,3,0,GPUD,0,32,1G,8K,0.154065,1585.581727,20193.611323,213900,10.592459,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__write__x0__th32__io8K__rep3,1,1
io_size_sweep_iops__write__x0__th32__io16K__rep3,io_size_sweep_iops,write,rand,iops_latency,io_size,3,0,GPUD,0,32,1G,16K,0.310883,1571.558724,20374.001621,191773,9.412633,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__write__x0__th32__io16K__rep3,1,1
io_size_sweep_iops__write__x0__th32__io32K__rep3,io_size_sweep_iops,write,rand,iops_latency,io_size,3,0,GPUD,0,32,1G,32K,0.652961,1496.768392,21396.212243,213925,9.998265,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__write__x0__th32__io32K__rep3,1,1
io_size_sweep_iops__write__x0__th32__io64K__rep3,io_size_sweep_iops,write,rand,iops_latency,io_size,3,0,GPUD,0,32,1G,64K,1.340483,1456.675552,21962.473098,213719,9.731099,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__write__x0__th32__io64K__rep3,1,1
io_size_sweep_iops__write__x0__th32__io128K__rep3,io_size_sweep_iops,write,rand,iops_latency,io_size,3,0,GPUD,0,32,1G,128K,2.217707,1760.629825,18167.455356,179431,9.876507,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__write__x0__th32__io128K__rep3,1,1
thread_sweep_throughput__write__x0__th1__io1M__rep3,thread_sweep_throughput,write,seq,throughput,threads,3,0,GPUD,0,1,1G,1M,3.407078,286.603612,3488.847530,33056,9.474762,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__write__x0__th1__io1M__rep3,1,1
thread_sweep_throughput__write__x0__th2__io1M__rep3,thread_sweep_throughput,write,seq,throughput,threads,3,0,GPUD,0,2,1G,1M,5.551532,351.802598,5684.769083,53667,9.440489,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__write__x0__th2__io1M__rep3,1,1
thread_sweep_throughput__write__x0__th4__io1M__rep3,thread_sweep_throughput,write,seq,throughput,threads,3,0,GPUD,0,4,1G,1M,3.727528,1047.891977,3816.988454,36092,9.455622,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__write__x0__th4__io1M__rep3,1,1
thread_sweep_throughput__write__x0__th8__io1M__rep3,thread_sweep_throughput,write,seq,throughput,threads,3,0,GPUD,0,8,1G,1M,5.611807,1392.106003,5746.490140,54135,9.420533,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__write__x0__th8__io1M__rep3,1,1
thread_sweep_throughput__write__x0__th16__io1M__rep3,thread_sweep_throughput,write,seq,throughput,threads,3,0,GPUD,0,16,1G,1M,2.833003,5518.573619,2900.994631,26851,9.255791,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__write__x0__th16__io1M__rep3,1,1
thread_sweep_throughput__write__x0__th32__io1M__rep3,thread_sweep_throughput,write,seq,throughput,threads,3,0,GPUD,0,32,1G,1M,2.905519,10752.355086,2975.251766,29101,9.781021,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__write__x0__th32__io1M__rep3,1,1
thread_sweep_iops__write__x0__th1__io4K__rep3,thread_sweep_iops,write,rand,iops_latency,threads,3,0,GPUD,0,1,1G,4K,0.111961,34.070452,29349.881922,278529,9.489953,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__write__x0__th1__io4K__rep3,1,1
thread_sweep_iops__write__x0__th2__io4K__rep3,thread_sweep_iops,write,rand,iops_latency,threads,3,0,GPUD,0,2,1G,4K,0.098341,77.600825,25779.539251,244909,9.500131,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__write__x0__th2__io4K__rep3,1,1
thread_sweep_iops__write__x0__th4__io4K__rep3,thread_sweep_iops,write,rand,iops_latency,threads,3,0,GPUD,0,4,1G,4K,0.079084,193.007511,20731.427142,199605,9.628136,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__write__x0__th4__io4K__rep3,1,1
thread_sweep_iops__write__x0__th8__io4K__rep3,thread_sweep_iops,write,rand,iops_latency,threads,3,0,GPUD,0,8,1G,4K,0.076237,400.891485,19984.947727,191322,9.573305,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__write__x0__th8__io4K__rep3,1,1
thread_sweep_iops__write__x0__th16__io4K__rep3,thread_sweep_iops,write,rand,iops_latency,threads,3,0,GPUD,0,16,1G,4K,0.074346,821.400017,19489.426028,199710,10.247095,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__write__x0__th16__io4K__rep3,1,1
thread_sweep_iops__write__x0__th32__io4K__rep3,thread_sweep_iops,write,rand,iops_latency,threads,3,0,GPUD,0,32,1G,4K,0.076514,1595.743980,20057.670245,195811,9.762400,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__write__x0__th32__io4K__rep3,1,1
io_size_sweep_throughput__read__x2__th8__io128K__rep3,io_size_sweep_throughput,read,seq,throughput,io_size,3,2,CPU_GPU,0,8,1G,128K,4.441185,219.881756,36382.183896,359109,9.870463,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__read__x2__th8__io128K__rep3,1,1
io_size_sweep_throughput__read__x2__th8__io256K__rep3,io_size_sweep_throughput,read,seq,throughput,io_size,3,2,CPU_GPU,0,8,1G,256K,5.975140,326.865192,24474.172571,234459,9.579854,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__read__x2__th8__io256K__rep3,1,1
io_size_sweep_throughput__read__x2__th8__io512K__rep3,io_size_sweep_throughput,read,seq,throughput,io_size,3,2,CPU_GPU,0,8,1G,512K,6.778423,576.253653,13882.210056,133344,9.605387,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__read__x2__th8__io512K__rep3,1,1
io_size_sweep_throughput__read__x2__th8__io1M__rep3,io_size_sweep_throughput,read,seq,throughput,io_size,3,2,CPU_GPU,0,8,1G,1M,6.894029,1133.161555,7059.485694,67705,9.590642,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__read__x2__th8__io1M__rep3,1,1
io_size_sweep_throughput__read__x2__th8__io2M__rep3,io_size_sweep_throughput,read,seq,throughput,io_size,3,2,CPU_GPU,0,8,1G,2M,6.852493,2279.943739,3508.476573,33719,9.610724,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__read__x2__th8__io2M__rep3,1,1
io_size_sweep_throughput__read__x2__th8__io4M__rep3,io_size_sweep_throughput,read,seq,throughput,io_size,3,2,CPU_GPU,0,8,1G,4M,6.812724,4595.865943,1744.057448,16645,9.543837,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_throughput__read__x2__th8__io4M__rep3,1,1
io_size_sweep_iops__read__x2__th32__io4K__rep3,io_size_sweep_iops,read,rand,iops_latency,io_size,3,2,CPU_GPU,0,32,1G,4K,1.217525,100.260020,319166.762363,3043362,9.535335,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__read__x2__th32__io4K__rep3,1,1
io_size_sweep_iops__read__x2__th32__io8K__rep3,io_size_sweep_iops,read,rand,iops_latency,io_size,3,2,CPU_GPU,0,32,1G,8K,1.989829,122.691894,260810.853225,2443021,9.367022,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__read__x2__th32__io8K__rep3,1,1
io_size_sweep_iops__read__x2__th32__io16K__rep3,io_size_sweep_iops,read,rand,iops_latency,io_size,3,2,CPU_GPU,0,32,1G,16K,2.941267,166.011444,192758.862322,1821317,9.448681,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__read__x2__th32__io16K__rep3,1,1
io_size_sweep_iops__read__x2__th32__io32K__rep3,io_size_sweep_iops,read,rand,iops_latency,io_size,3,2,CPU_GPU,0,32,1G,32K,4.148944,235.370974,135952.592101,1292493,9.506939,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__read__x2__th32__io32K__rep3,1,1
io_size_sweep_iops__read__x2__th32__io64K__rep3,io_size_sweep_iops,read,rand,iops_latency,io_size,3,2,CPU_GPU,0,32,1G,64K,5.488866,355.825759,89929.585172,858685,9.548415,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__read__x2__th32__io64K__rep3,1,1
io_size_sweep_iops__read__x2__th32__io128K__rep3,io_size_sweep_iops,read,rand,iops_latency,io_size,3,2,CPU_GPU,0,32,1G,128K,6.384302,611.836637,52300.202784,500786,9.575221,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/io_size_sweep_iops__read__x2__th32__io128K__rep3,1,1
thread_sweep_throughput__read__x2__th1__io1M__rep3,thread_sweep_throughput,read,seq,throughput,threads,3,2,CPU_GPU,0,1,1G,1M,3.133608,311.629381,3208.814744,30816,9.603546,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__read__x2__th1__io1M__rep3,1,1
thread_sweep_throughput__read__x2__th2__io1M__rep3,thread_sweep_throughput,read,seq,throughput,threads,3,2,CPU_GPU,0,2,1G,1M,4.992413,391.198414,5112.230890,49150,9.614198,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__read__x2__th2__io1M__rep3,1,1
thread_sweep_throughput__read__x2__th4__io1M__rep3,thread_sweep_throughput,read,seq,throughput,threads,3,2,CPU_GPU,0,4,1G,1M,6.407243,609.630087,6561.016567,62900,9.586929,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__read__x2__th4__io1M__rep3,1,1
thread_sweep_throughput__read__x2__th8__io1M__rep3,thread_sweep_throughput,read,seq,throughput,threads,3,2,CPU_GPU,0,8,1G,1M,6.878627,1135.710870,7043.713961,67658,9.605444,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__read__x2__th8__io1M__rep3,1,1
thread_sweep_throughput__read__x2__th16__io1M__rep3,thread_sweep_throughput,read,seq,throughput,threads,3,2,CPU_GPU,0,16,1G,1M,6.833497,2286.370091,6997.501347,67047,9.581563,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__read__x2__th16__io1M__rep3,1,1
thread_sweep_throughput__read__x2__th32__io1M__rep3,thread_sweep_throughput,read,seq,throughput,threads,3,2,CPU_GPU,0,32,1G,1M,6.946087,4534.494772,7112.793520,67922,9.549272,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_throughput__read__x2__th32__io1M__rep3,1,1
thread_sweep_iops__read__x2__th1__io4K__rep3,thread_sweep_iops,read,rand,iops_latency,threads,3,2,CPU_GPU,0,1,1G,4K,0.057987,65.784301,15200.999236,147465,9.701007,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__read__x2__th1__io4K__rep3,1,1
thread_sweep_iops__read__x2__th2__io4K__rep3,thread_sweep_iops,read,rand,iops_latency,threads,3,2,CPU_GPU,0,2,1G,4K,0.110984,68.741824,29093.886238,275262,9.461163,0,/home/poc/gds_bench/results/methodology_full_20260424_131442/cases/thread_sweep_iops__read__x2__th2__io4K__rep3,1,1
